id,label,modelId:id,groupId:id,permRead,permWrite,permCreate,permUnlink
access_mail_tracking_value_all,mail.tracking.value.all,model_mailTrackingValue,,0,0,0,0
access_mail_tracking_value_portal,mail.tracking.value.portal,model_mailTrackingValue,base.groupPortal,0,0,0,0
access_mail_tracking_value_user,mail.tracking.value.user,model_mailTrackingValue,base.groupUser,0,0,0,0
access_mail_tracking_value_system,mail.tracking.value.system,model_mailTrackingValue,base.groupSystem,1,1,1,1
access_publisher_warranty_contract_all,publisher.warranty.contract.all,model_publisherWarrantyContract,,1,1,1,1
access_mail_template,mail.template,model_mailTemplate,base.groupUser,1,1,1,1
access_mail_template_editor,mail.template_editor,model_mailTemplate,mail.groupMailTemplateEditor,1,1,1,1
access_mail_template_system,mail.template_system,model_mailTemplate,base.groupSystem,1,1,1,1
access_mail_shortcode,mail.shortcode,model_mailShortcode,base.groupUser,1,1,1,1
access_mail_shortcode_portal,mail.shortcode.portal,model_mailShortcode,base.groupPortal,1,0,0,0
access_mail_activity_all,mail.activity.all,model_mailActivity,,0,0,0,0
access_mail_activity_user,mail.activity.user,model_mailActivity,base.groupUser,1,1,1,1
access_mail_activity_type_all,mail.activity.type.all,model_mailActivityType,,0,0,0,0
access_mail_activity_type_user,mail.activity.type.user,model_mailActivityType,base.groupUser,1,0,0,0
access_mail_activity_type_system,mail.activity.type.system,model_mailActivityType,base.groupSystem,1,1,1,1
access_mail_blacklist_system,access_mail_blacklist_system,model_mailBlacklist,base.groupSystem,1,1,1,1
access_mail_wizard_invite,access.mail.wizard.invite,model_mailWizardInvite,base.groupUser,1,1,1,0
access_mail_compose_message,access.mail.compose.message,model_mailComposeMessage,base.groupUser,1,1,1,0
access_mail_compose_message_portal,access.mail.compose.message.portal,model_mailComposeMessage,base.groupPortal,1,1,1,0
access_mail_resend_cancel,access.mail.resend.cancel,model_mailResendCancel,base.groupUser,1,1,1,0
access_mail_resend_message,access.mail.resend.message,model_mailResendMessage,base.groupUser,1,1,1,0
access_mail_resend_partner,access.mail.resend.partner,model_mailResendPartner,base.groupUser,1,1,1,0
access_mail_template_preview,access.mail.template.preview,model_mailTemplatePreview,base.groupUser,1,1,1,0
access_mail_blacklist_remove_system,acesss.mail.blacklist.remove.system,model_mailBlacklistRemove,base.groupSystem,1,1,1,1
access_mail_guest_all,mail.guest,model_mailGuest,,0,0,0,0
access_mail_guest_user,mail.guest,model_mailGuest,base.groupUser,1,0,0,0
access_mail_guest_system,mail.guest,model_mailGuest,base.groupSystem,1,1,1,1
access_mail_ice_server_all,mail.ice.server.all,model_mailIceServer,,0,0,0,0
access_mail_ice_server_system,mail.ice.server.system,model_mailIceServer,base.groupSystem,1,1,1,1
access_res_users_settings_all,res.users.settings,model_resUsersSettings,,0,0,0,0
access_res_users_settings_user,res.users.settings,model_resUsersSettings,base.groupUser,1,1,1,1
access_res_users_settings_volumes_all,res.users.settings.volumes,model_resUsersSettingsVolumes,,0,0,0,0
access_res_users_settings_volumes_user,res.users.settings.volumes,model_resUsersSettingsVolumes,base.groupUser,1,1,1,1
ir_actions_report_access_user,ir.actions.report.access.user,base.model_irActionsReport,base.groupUser,1,0,0,0
