id,label,modelId:id,groupId:id,permRead,permWrite,permCreate,permUnlink
access_account_fiscal_position_tax_product_manager,account.fiscal.position.tax account.manager,model_accountFiscalPositionTax,account.groupAccountManager,1,1,1,1
access_account_fiscal_position_account_product_manager,account.fiscal.position account.manager,model_accountFiscalPositionAccount,account.groupAccountManager,1,1,1,1
access_account_fiscal_position,account.fiscal.position all,model_accountFiscalPosition,base.groupUser,1,0,0,0
access_account_fiscal_position_tax,account.fiscal.position.tax all,model_accountFiscalPositionTax,base.groupUser,1,0,0,0
access_account_fiscal_position_account,account.fiscal.position all,model_accountFiscalPositionAccount,base.groupUser,1,0,0,0

access_product_product_account_user,product.product.account.user,product.model_productProduct,groupAccountReadonly,1,0,0,0
access_product_product_account_manager,product.product.account.manager,product.model_productProduct,account.groupAccountManager,1,1,1,1

access_account_cashbox,account.bank.statement.cashbox,model_accountBankStatementCashbox,account.groupAccountUser,1,1,1,1
access_account_cashbox_line,account.bank.statement.cashbox.line,model_accountCashboxLine,account.groupAccountUser,1,1,1,1
access_account_bank_statement_group_readonly,account.bank.statement.group.invoice,model_accountBankStatement,account.groupAccountReadonly,1,0,0,0
access_account_bank_statement_group_invoice,account.bank.statement.group.invoice,model_accountBankStatement,account.groupAccountInvoice,1,0,0,0
access_account_bank_statement_line_group_readonly,account.bank.statement.line.group.invoice,model_accountBankStatementLine,account.groupAccountReadonly,1,0,0,0
access_account_bank_statement_line_group_invoice,account.bank.statement.line.group.invoice,model_accountBankStatementLine,account.groupAccountInvoice,1,0,0,0
access_account_bank_statement,account.bank.statement,model_accountBankStatement,account.groupAccountUser,1,1,1,1
access_account_bank_statement_line,account.bank.statement.line,model_accountBankStatementLine,account.groupAccountUser,1,1,1,1

access_account_move_line_manager,account.move.line manager,model_accountMoveLine,account.groupAccountManager,1,0,0,0
access_account_move_manager,account.move manager,model_accountMove,account.groupAccountManager,1,0,0,0
access_account_move_readonly,account.move readonly,model_accountMove,account.groupAccountReadonly,1,0,0,0
access_account_move_uinvoice,account.move,model_accountMove,account.groupAccountInvoice,1,1,1,1
access_account_move_line_readonly,account.move.line readonly,model_accountMoveLine,account.groupAccountReadonly,1,0,0,0
access_account_move_line_uinvoice,account.move.line invoice,model_accountMoveLine,account.groupAccountInvoice,1,1,1,1
access_account_invoice_portal,account.move.portal,account.model_accountMove,base.groupPortal,1,0,0,0
access_account_invoice_line_portal,account.move.line.portal,account.model_accountMoveLine,base.groupPortal,1,0,0,0

access_account_analytic_line_manager,account.analytic.line manager,analytic.model_accountAnalyticLine,account.groupAccountManager,1,0,0,0
access_account_analytic_account,account.analytic.account,analytic.model_accountAnalyticAccount,base.groupUser,1,0,0,0
access_account_analytic_line_readonly,account.analytic.line invoice,analytic.model_accountAnalyticLine,account.groupAccountReadonly,1,0,0,0
access_account_analytic_line_invoice,account.analytic.line invoice,analytic.model_accountAnalyticLine,account.groupAccountInvoice,1,1,1,1
access_account_analytic_accountant,account.analytic.account accountant,analytic.model_accountAnalyticAccount,account.groupAccountUser,1,1,1,1

access_account_journal_readonly,account.journal,model_accountJournal,account.groupAccountReadonly,1,0,0,0
access_account_journal_manager,account.journal,model_accountJournal,account.groupAccountManager,1,1,1,1
access_account_journal_invoice,account.journal invoice,model_accountJournal,account.groupAccountInvoice,1,0,0,0
access_account_journal_group_all,account.journal.group all,model_accountJournalGroup,,1,0,0,0
access_account_journal_group_manager,account.journal.group manager,model_accountJournalGroup,account.groupAccountManager,1,1,1,1

access_account_group_manager,account.group,model_accountGroup,account.groupAccountManager,1,1,1,1
access_account_group,account.group,model_accountGroup,account.groupAccountReadonly,1,0,0,0
access_account_root_manager,account.root,model_accountRoot,account.groupAccountManager,1,0,0,0
access_account_root,account.root,model_accountRoot,account.groupAccountReadonly,1,0,0,0
access_account_account_manager,account.account,model_accountAccount,account.groupAccountManager,1,1,1,1
access_account_account,account.account.readonly,model_accountAccount,account.groupAccountReadonly,1,0,0,0
access_account_account_user,account.account user,model_accountAccount,base.groupUser,1,0,0,0
access_account_account_partner_manager,account.account partner manager,model_accountAccount,base.groupPartnerManager,1,0,0,0
access_account_account_invoice,account.account invoice,model_accountAccount,account.groupAccountInvoice,1,0,0,0
access_account_account_type_manager,account.account.type,model_accountAccountType,account.groupAccountManager,1,1,1,1
access_account_account_type_readonly,account.account.type readonly,model_accountAccountType,account.groupAccountReadonly,1,0,0,0
access_account_account_type_invoice,account.account.type invoice,model_accountAccountType,account.groupAccountInvoice,1,0,0,0

access_account_tax_internal_user,account.tax internal user,model_accountTax,base.groupUser,1,0,0,0
access_account_tax_readonly,account.tax,model_accountTax,account.groupAccountReadonly,1,0,0,0
access_account_tax_invoice,account.tax,model_accountTax,account.groupAccountInvoice,1,0,0,0
access_account_tax_manager,account.tax,model_accountTax,account.groupAccountManager,1,1,1,1
access_account_account_tax,account.account.tag,model_accountAccountTag,account.groupAccountUser,1,1,1,1
access_account_account_tax_readonly,account.account.tag,model_accountAccountTag,account.groupAccountReadonly,1,0,0,0
access_account_account_tax_user,account.account.tag,model_accountAccountTag,account.groupAccountInvoice,1,0,0,0
access_account_tax_repartition_line_user,account.tax repartition.line.user,model_accountTaxRepartitionLine,base.groupUser,1,0,0,0
access_account_tax_repartition_line_readonly,account.tax repartition.line.invoice,model_accountTaxRepartitionLine,account.groupAccountReadonly,1,0,0,0
access_account_tax_repartition_line_invoice,account.tax repartition.line.invoice,model_accountTaxRepartitionLine,account.groupAccountInvoice,1,0,0,0
access_account_tax_repartition_line_manager,account.tax repartition.line.manager,model_accountTaxRepartitionLine,account.groupAccountManager,1,1,1,1
access_account_tax_report_line_readonly,account.tax.report.line.invoice,model_accountTaxReportLine,account.groupAccountReadonly,1,0,0,0
access_account_tax_report_line_ac_user,account.tax.report.line.ac.user,model_accountTaxReportLine,account.groupAccountManager,1,1,1,1
access_account_tax_carryover_line_readonly,account.tax.carryover.line.invoice,model_accountTaxCarryoverLine,account.groupAccountReadonly,1,0,0,0
access_account_tax_carryover_line_ac_user,account.tax.carryover.line.ac.user,model_accountTaxCarryoverLine,account.groupAccountManager,1,1,1,1
access_account_tax_report_invoice,account.tax.report.invoice,model_accountTaxReport,account.groupAccountReadonly,1,0,0,0
access_account_tax_report_ac_user,account.tax.report.ac.user,model_accountTaxReport,account.groupAccountManager,1,1,1,1
access_account_tax_group_internal_user,account.tax.group internal user,model_accountTaxGroup,base.groupUser,1,0,0,0
access_account_tax_group_readonly,account.tax.group,model_accountTaxGroup,account.groupAccountReadonly,1,0,0,0
access_account_tax_group,account.tax.group,model_accountTaxGroup,account.groupAccountInvoice,1,0,0,0
access_account_tax_group_manager,account.tax.group,model_accountTaxGroup,account.groupAccountManager,1,1,1,1

access_account_reconcile_model_readonly,account.reconcile.model.readonly,model_accountReconcileModel,account.groupAccountReadonly,1,0,0,0
access_account_reconcile_model_billing,account.reconcile.model.billing,model_accountReconcileModel,account.groupAccountInvoice,1,0,1,0
access_account_reconcile_model,account.reconcile.model,model_accountReconcileModel,account.groupAccountUser,1,1,1,1
access_account_reconcile_model_line_readonly,account.reconcile.model.line.readonly,model_accountReconcileModelLine,account.groupAccountReadonly,1,0,0,0
access_account_reconcile_model_line_billing,account.reconcile.model.line.billing,model_accountReconcileModelLine,account.groupAccountInvoice,1,0,1,0
access_account_reconcile_model_line,account.reconcile.model.line,model_accountReconcileModelLine,account.groupAccountUser,1,1,1,1
access_account_reconcile_model_partner_mapping_readonly,account.reconcile.model.partner.mapping.readonly,model_accountReconcileModelPartnerMapping,account.groupAccountReadonly,1,0,0,0
access_account_reconcile_model_partner_mapping_billing,account.reconcile.model.partner.mapping.billing,model_accountReconcileModelPartnerMapping,account.groupAccountInvoice,1,0,1,0
access_account_reconcile_model_partner_mapping,account.reconcile.model.partner.mapping,model_accountReconcileModelPartnerMapping,account.groupAccountUser,1,1,1,1
access_account_partial_reconcile_readonly,account.partial.reconcile.readonly,model_accountPartialReconcile,account.groupAccountReadonly,1,0,0,0
access_account_partial_reconcile_group_invoice,account.partial.reconcile.group.invoice,model_accountPartialReconcile,account.groupAccountInvoice,1,1,1,1
access_account_partial_reconcile,account.partial.reconcile,model_accountPartialReconcile,account.groupAccountUser,1,1,1,1
access_account_full_reconcile_group_readonly,account.full.reconcile.group.invoice,model_accountFullReconcile,account.groupAccountReadonly,1,0,0,0
access_account_full_reconcile_group_invoice,account.full.reconcile.group.invoice,model_accountFullReconcile,account.groupAccountInvoice,1,1,1,1
access_account_full_reconcile,account.full.reconcile,model_accountFullReconcile,account.groupAccountUser,1,1,1,1

access_account_payment_term_partner_manager,account.payment.term partner manager,model_accountPaymentTerm,base.groupUser,1,0,0,0
access_account_payment_term_manager,account.payment.term,model_accountPaymentTerm,account.groupAccountManager,1,1,1,1
access_account_payment_term_line_partner_manager,account.payment.term.line partner manager,model_accountPaymentTermLine,base.groupUser,1,0,0,0
access_account_payment_term_line_manager,account.payment.term.line,model_accountPaymentTermLine,account.groupAccountManager,1,1,1,1
access_account_payment_method_line_readonly,account.payment.method.line,model_accountPaymentMethodLine,base.groupUser,1,0,0,0
access_account_payment_method_line,account.payment.method.line,model_accountPaymentMethodLine,account.groupAccountInvoice,1,1,1,1
access_account_payment_method_readonly,account.payment.method,model_accountPaymentMethod,base.groupUser,1,0,0,0
access_account_payment_method,account.payment.method,model_accountPaymentMethod,account.groupAccountInvoice,1,1,1,1
access_account_payment_readonly,account.payment,model_accountPayment,account.groupAccountReadonly,1,0,0,0
access_account_payment,account.payment,model_accountPayment,account.groupAccountInvoice,1,1,1,1

access_account_payment_register,access.account.payment.register,model_accountPaymentRegister,account.groupAccountInvoice,1,1,1,0
access_account_bank_statement_closebalance,access.account.bank.statement.closebalance,model_accountBankStatementClosebalance,account.groupAccountUser,1,1,1,0
access_account_automatic_entry_wizard,access.account.automatic.entry.wizard,model_accountAutomaticEntryWizard,account.groupAccountUser,1,1,1,0
access_account_unreconcile,access.account.unreconcile,model_accountUnreconcile,account.groupAccountUser,1,1,1,0
access_account_resequence,access.account.resequence.wizard,model_accountResequenceWizard,account.groupAccountManager,1,1,1,0
access_validate_account_move,access.validate.account.move,model_validateAccountMove,account.groupAccountInvoice,1,1,1,0
access_cash_box_out,access.cash.box.out,model_cashBoxOut,account.groupAccountUser,1,1,1,0
access_account_move_reversal,access.account.move.reversal,model_accountMoveReversal,account.groupAccountInvoice,1,1,1,0
access_account_common_report,access.account.common.report,model_accountCommonReport,account.groupAccountUser,1,1,1,0
access_account_common_journal_report,access.account.common.journal.report,model_accountCommonJournalReport,account.groupAccountUser,1,1,1,0
access_account_print_journal,access.account.print.journal,model_accountPrintJournal,account.groupAccountUser,1,1,1,0
access_account_financial_year_op,access.account.financial.year.op,model_accountFinancialYearOp,account.groupAccountManager,1,1,1,0
access_account_setup_bank_manual_config,access.account.setup.bank.manual.config,model_accountSetupBankManualConfig,account.groupAccountManager,1,1,1,0
access_tax_adjustments_wizard,access.tax.adjustments.wizard,model_taxAdjustmentsWizard,account.groupAccountUser,1,1,1,0
access_account_invoice_send,access.account.invoice.send,model_accountInvoiceSend,account.groupAccountInvoice,1,1,1,0

access_account_analytic_default,account.analytic.default,model_accountAnalyticDefault,account.groupAccountReadonly,1,0,0,0
access_account_analytic_default_analytic,account.analytic.default analytic,model_accountAnalyticDefault,analytic.groupAnalyticAccounting,1,0,0,0
access_account_analytic_default_invoice,account.analytic.default invoice,model_accountAnalyticDefault,account.groupAccountInvoice,1,1,1,1
access_account_tour_upload_bill,account.tour.upload.bill,model_accountTourUploadBill,account.groupAccountManager,1,1,1,0
access_account_tour_upload_bill_email_confirm,account.tour.upload.bill.email.confirm,model_accountTourUploadBillEmailConfirm,account.groupAccountManager,1,1,1,0

access_account_accrued_orders_wizard,account.account.accrued.orders.wizard,account.model_accountAccruedOrdersWizard,groupAccountUser,1,1,1,0
